review_text,dealership_name,label
"This is an expensive place with no customer care. They have two persons to deal all the anger from the customers one is Mr.Danish slim guy AKA chota Danish and their CRO Wasif. Technicians and technical staff will ask you to pay them separately for creating mess with your vehicle. I have attached photos along with the review. I went there to replace the air conditioner due to a faulty compressor. It cost me 40k + 2k other part that they replaced they have team of 5 to 6 persons who deal with air conditioner they took whole day to install new unit and end of the day when they handed back my car its generator was not working it cost me another 4k to get a new battery becuse they forgot to adjust the generator. As new generator/Alternator was installed. This place is not recommended if you are not half mechanic. You will end up paying for their negligence. If you have a brand new car then it is fine to go their as the team is not expert and is very sharp at making excuses to get away with their own negligence. They use to have good people like Naveed, Zahid Khan but now they don't have expert professionals. Their two forman Asif and zeeshan are seniors but they'll be just sitting in the office all the time and if you ask to look at something they'll never move their butt. I am going their for last 5 years and two vehicles were maintained by them i have experienced several second visits, once they forgot to tight the tappet cover,  with my wagon r they were badly failed to diagnose the bearing issue. Like I said before if you have knowledge about your machine then it will be fine to go there. But avoid going there if you're not good enough to understand the mechanical of your car. Plus long wait is guaranteed.",Suzuki Sethi Motors (Town Morr),0
"professional mechanism for all sorts of fault rectification with genuine spare parts , but shocking news is they are charging almost 2400Rs. for just entry and report card filing...",HONDA Gateway,0
Big show room and work shop good service's,Suzuki Khalid Motors (Link Ferozpur),1
The workshop staff is very good. They don't let you get worried about your car. Ever. The best guy to meet is Irfan. He is a supervisor I think. He knows his stuff and always makes sure that he can guide you in the best way possible. He's always ready for a challenge and gives you honest advice,HONDA Township,1
"Well! Its good place but when you want to buy any oil from there, they said that they can not give you as I have to take my car there and give them service charges. Feel monopoly for the products of Honda. 2 stars only for Sale service center as they are very nice and cooperative. Service center head adil Sir not available when I complain rest stuff help me except the person who deal with Honda Gear Oil.",HONDA Township,1
Worst service...,Suzuki Mini Motors (Gulberg 3),0
Good service,HONDA Fort,1
Very expansive,HONDA Fort,0
"Good showroom that offers other services like service / repair centre, facilitate in purchasing old but good suzuki cars and deals with Suzuki motorcycles.",Suzuki Adil Zafar Motors,1
"When Khalid motor started working, it was amazing in services, timely and efficiently, but with time as it goes older services get declined. Staff do things unprofessional and services was disappointing, for one things need several visit to fix.
It's just ok",Suzuki Khalid Motors (Link Ferozpur),0
Excellent Honda showroom,HONDA Township,1
Very poor service don't visit,Suzuki Adil Zafar Motors,0
Very Expensive,HONDA Township,0
Nice staff.they listen to you and make you understand the actual thing.Parts are geniune.Company operated.Its better than other suzuki showrooms,Suzuki Mini Motors (Gulberg 3),1
Authorised Suzuki Car Dealer & Workshop,Suzuki Khalid Motors (Link Ferozpur),1
They have everything under one roof but service needs to be more quick.,Suzuki Sethi Motors (Town Morr),1
Excellent place for suzuki vehicle maintenance with lots of experienced staff and genuine parts.,Suzuki Mini Motors (Gulberg 3),1
Good service,Suzuki Adil Zafar Motors,1
"One of the most pethaic place,  where the workers can steal the original parts from the cars and sale to the same customer or some other when visit for car service. The same happened to me 3 times. Its owner mistake who hired such type of worker, who steal the small things from the cars.  I strongly not recommend anyone to go there.
Most disappointing service of sethi motor kalma chowk.",Suzuki Sethi Motors (Town Morr),0
Good service,HONDA Township,1
"Good service center specially mechanical team is great ??

Professional workers with a great working attitude. ??",HONDA Township,1
"Suzuki Adil zafar motors is the best for purchas any car, we easyly purchased avery vehicle and work our car.",Suzuki Adil Zafar Motors,1
Best staff. Best services.,Suzuki Mini Motors (Gulberg 3),1
Good service. Parts prices are little higher but service quality is good. Cooperative staff.,Suzuki Mini Motors (Gulberg 3),1
Excellent ? Â,HONDA Gateway,1
A very nice honda Showroom in the center of lahore. Equiped with all necessary tools from sales to repair. The staff is cooperative. Love to buy a new car Ã°??? from here. Ã¢?Â¦,HONDA Fort,1
Good customer service,Suzuki Khalid Motors (Link Ferozpur),1
I am from Saudi Arabia. I booked my car from honda ring road. Delivery was at 31 august. Still didnÃÂ¢??t not get my car. It is completely fraud. Dont book ur car from Honda ring road. I strongly recommend. And if any person say about rights,HONDA RingRoad,0
"Well. The staff is very courteous. Jehanzeb Khan is an experienced person who performs the professional way. If you are not aware, you might get charged for petty services. For eg. I was charged for telling me that my CNG advance kit was faulty, which I already knew. Still I will advise to go to M. M.",Suzuki Mini Motors (Gulberg 3),1
"They do not want to work
Very casual staff
They are boss",HONDA Point,0
Obviously a perfect,HONDA Township,1
Only dealer ship thats why its need to be visited otherwise no good display no good salesman ship,HONDA Fort,0
"Got my purchase order for the purchase of suzuki car, but suddenly they receive news of price increment , which result in holding of car.",Suzuki Sethi Motors (Town Morr),1
Over all nice and cooperative,HONDA Fort,1
Visited Honda Fort many times. Bought couple of cars from there. Good and fast service. All the services available on all floors. Honda's genuine products only used. Staff's behavior is pretty good and highly coordinative. If you want your Honda's complete checkup under one roof then do visit Honda Fort.,HONDA Fort,1
It was good for high rates,HONDA Township,1
Good experience,Suzuki Khalid Motors (Link Ferozpur),1
"I went there for purchasing Suzuki Alto VXR, Sales Deptt demand 200000 RS in terms of Own Payment otherwise asked me to waite for 4 months.
What a nonsense!!!!!!!!!!",Suzuki Khalid Motors (Link Ferozpur),0
Staff is out of mind not a professional,HONDA Township,0
No one attended the fault. Finally I left without getting my car checked,HONDA Fort,0
Don't give a proper response. The way it should be. Doing to much black marketing in Cars. Every showroom of 3S do this .,HONDA Point,0
Experience was very good. Very professional staff.,HONDA Fort,1
Services was not good staff was not cooperative lack of technical skill. They are treating like local mechanic,HONDA Point,0
Staff is cooperative but due to over crowded customers it takes a lot of time,Suzuki Sethi Motors (Town Morr),1
Poor management. Staff is not technical. Overall bad experience!,Suzuki Raiwind Motors (Raiwind Rd),0
"So much expensive. Moreover, really customer service. No one even bothered to ask me. Very rude staff.",Suzuki Adil Zafar Motors,0
Too busy workshop but good service overall,Suzuki Sethi Motors (Town Morr),0
Efficient & co-operative staff...,HONDA Gateway,1
Quick service for most of time. Clean workshop. Professional  staff.,HONDA Point,1
Some staff members need to be trained and taught some manners for dealing with customers. And if such staff has trouble working then they should be placed with the cars as a show-piece.,Suzuki Raiwind Motors (Raiwind Rd),0
Poor Service...Miscommitments,HONDA Point,0
They're continuously increasing prices either it's car or parts or even the motor oils. Also they've increased labor rates to far out of it's peak. I mean who's gonna charge 20k labor to change a coil only? Disgusting,HONDA Gateway,0
Nice experience.,HONDA Township,1
An authorized dealership of Paksuzuki motors company serving the city in sales service and spareparts as well as used car exchange.,Suzuki Khalid Motors (Link Ferozpur),1
"Ghatia used card section badtmezz Staff
Abusing with customers
Ghatia tareen suzuki dealers",Suzuki Khalid Motors (Link Ferozpur),0
Staff needs improvement regarding customer handling. Very poor staff training.,Suzuki Khalid Motors (Link Ferozpur),1
Mr. Ali Raza your dealing is really good.,HONDA Fort,1
Sethi motors was ausome as far as services are concerned. They don't take much time either in serving. Still depends upon work load i would say.,Suzuki Sethi Motors (Town Morr),1
Nice Office but relation officers are unqualified,Suzuki Raiwind Motors (Raiwind Rd),1
Surprised to see the corporate section is very cooperative and friendly,HONDA Point,1
Suzuki genuine workshop. A little costly.... But company maintenance is the BEST,Suzuki Adil Zafar Motors,1
The are good in work but need to give more attention on customary service they will not take such a good attention and make there client upset there insurance agents and customer care workers are not do there work properly every time the leave some work of cars in insurance may be its free tjates why,Suzuki Sethi Motors (Town Morr),1
"Good place
Mr Mirza in Sales adept is really helpful n cooperative",HONDA Point,1
"Done AC service from sethi motors, staff is friendly and guide you. rates are on higher side but atleast have peace of mind that parts would be original if require replacement.",Suzuki Sethi Motors (Town Morr),1
Supportive staff,HONDA RingRoad,1
Staff isn't corporated. Poor managment,HONDA Point,0
Mr. Zeeshan (Body & Paint) Manager behaviour is not up to the mark. Very bad experience.,Suzuki Khalid Motors (Link Ferozpur),0
Good services,HONDA Gateway,1
Excellent services and curious staff.,Suzuki Mini Motors (Gulberg 3),1
Fast service and well trained staff,Suzuki Sethi Motors (Town Morr),1
"Had car tuned and oil changed, nice guys. Comfortable customer lounge, separate for both men and women!",Suzuki Mini Motors (Gulberg 3),1
"Don't go this place I went there, and they said my clutch plates of my 2018 was about to expire in 5000 km, i showed them to another specialist and he told me that they had put pressure on the plates for them to expire in 5k kilometers. And clutch plates are the item that is done most in this workshop, it is done so much that they have displayed the rate on their board for each car.",Suzuki Sethi Motors (Town Morr),0
"Its 3S Suzuki Showroom. 3S stands for ""Sales, Service & Spare Parts""....... Its professionally being run by Mr. Khalid Sethi who is brother of Khawar Sethi, the owner of ""Sethi Motors"" another 3S showroom in Lahore. So one can say  Suzuki Khalid Motors is being professionally run by a professional family who has their family business.....",Suzuki Khalid Motors (Link Ferozpur),1
"Best experience. Easy to go and get your honda vehicle inspected and maintained.
Staff is very cooperative.",HONDA Gateway,1
"How they are good in service ? even they are not picking up phone ? Worse service ever, and misguide you.",Suzuki Raiwind Motors (Raiwind Rd),0
Good display.sale staff was efficient and cooperative but not well informed.,Suzuki Sethi Motors (Town Morr),1
Good service point. They should have vacuum cleaner for cars.,HONDA Township,1
"very poor performance
your engineer's are very crupt
I can't imagine
suzuki mehran is 2 #car",Suzuki Khalid Motors (Link Ferozpur),0
Nice dealership for Honda lovers,HONDA Township,1
"It is authorized dealership of Suzuki, for Sales, Service and Spare parts. Their services are good and staff is trained and efficient. However the prices of parts and cost of labour  are higher than the general market.",Suzuki Sethi Motors (Town Morr),1
Expensive and late service,HONDA Point,0
Best for mechanical work But Spare parts are very expensive. I don't know this price variation is because of genuine or local parts or any other reason behind this. Anyhow staff is very good at all.,Suzuki Sethi Motors (Town Morr),1
Hate this location that is carapt mafia,HONDA Township,0
Gud experience,Suzuki Raiwind Motors (Raiwind Rd),1
Very good customer service. I've experienced Honda and Toyota dealerships too and Suzuki Sethi Motors is much better in every aspect.,Suzuki Sethi Motors (Town Morr),1
"Worst authorized dealership. They don't give proper attention to customer and say we need half hour or more to inspect you car reason is more customer, no availability of labor e.t.c.",Suzuki Sethi Motors (Town Morr),0
Lazy staff and very technical service issues like air compressor is out of order and printer is out of order in body and paint shop.,HONDA Point,1
"Recently visited there for first and second service of my car. Very much satisfied, their staff is competent and understand common issues with Suzuki cars.",Suzuki Mini Motors (Gulberg 3),1
Good sale and service center,HONDA Point,1
Good efficient facility,Suzuki Raiwind Motors (Raiwind Rd),1
"""I had a very disappointing experience with this workshop. The customer service was extremely poor, and the staff were rude and unprofessional. If you value your time, money, and car, I would strongly advise against visiting this place.""",Suzuki Raiwind Motors (Raiwind Rd),0
nice service but very busy place,Suzuki Sethi Motors (Town Morr),1
"Even if they know that problem is little, they will ask you that this problem require something which cost you big amount, after  your agreement, they will fix it in 5 minutes. Everything problem is further divided into subproblems, just to make extra money. This is mentality of these certified technicians of Khalid Motors",Suzuki Khalid Motors (Link Ferozpur),0
It was Good by Service,HONDA Gateway,1
"They know exactly what to do with cars, a bit expensive but worth it.
100% recommended.",HONDA Gateway,1
To expensive,Suzuki Raiwind Motors (Raiwind Rd),1
Nice staff best price and fast lane workshop available for Suzuki Vehicles,Suzuki Khalid Motors (Link Ferozpur),1
All types of honda vehicles are available here,HONDA Gateway,1
I m sharing my personal bad experience as i bought brand new Honda Silver  BRV . Its chasis is misalligned. I bought this car on mortgage.  The Honda Ring Road Management is reluctant to file any warranty claim. Its been two weeks and they ,HONDA RingRoad,0
Nice dealorship but staff should be more polite and professional towards the insurance claim customers as well,Suzuki Sethi Motors (Town Morr),1
Nice workshop coupled with great service quality. Their post service following up and user experience is great,Suzuki Mini Motors (Gulberg 3),1
Good service,Suzuki Adil Zafar Motors,1
Good service .. customer support n technical staff,Suzuki Mini Motors (Gulberg 3),1
If you do payments with card they will charge 2% extra while is really bad who uses cash specifically in covid.,HONDA Township,0
Pathetic services. Keep calling to get my car checked and they keep cutting the call. Absolutely pathetic.,Suzuki Mini Motors (Gulberg 3),0
Too crowded,HONDA Point,0
Getting very expensive day by day.,HONDA Point,0
Good Showroom,HONDA Gateway,1
staff is cooperative,Suzuki Raiwind Motors (Raiwind Rd),1
I asked my friend and family members Honda ring road good place. But Today I visit Honda ring road for  my car 10000km service. 1 person add battery water with 4 letter oil gallon. And no entire on my warranty card. Today very bad experience.next time not recommend.,HONDA RingRoad,0
Excellent behaviour guid help full friendly environment,HONDA Township,1
Pretty average service,HONDA Gateway,0
Too occupied,HONDA Fort,0
Good experience....,HONDA Point,1
"This time my experience was very bad. I was told to pay Rs 5550/- as total charges of the job done whereas I was given two payment bills amounting to Rs.3850/-. So,in this way, I have been charged Rs.1700/- extra by Khalid Motor's cashier. What can you help me in this regard?
Prof. Waqar Azeem.",Suzuki Khalid Motors (Link Ferozpur),0
Good servise,HONDA Fort,1
They stole parts,Suzuki Raiwind Motors (Raiwind Rd),0
All services of Suzuki vehicles under One roof. Nice sitting place for customers..Prayer Are and led in sitting room,Suzuki Sethi Motors (Town Morr),1
Very bad experience,Suzuki Raiwind Motors (Raiwind Rd),0
Good environment...proper handling of cars for routinely maintenance...separate waiting area... customer friendly,HONDA Gateway,1
convinient location,Suzuki Raiwind Motors (Raiwind Rd),1
I have a good experience with Honda point because it has reasonable prices and staff was polite,HONDA Point,1
Nice experience overall. Got late as their computer system was down but otherwise good staff,Suzuki Mini Motors (Gulberg 3),1
The dealership have un matched space but uncooperative staff,HONDA Gateway,0
"Reasonably good. One precaution, they have strict lunch break timimgs and would not help much if you reach at that time. Make sure to check these break timings before you reach there.",Suzuki Sethi Motors (Town Morr),1
"Very busy place. Sale, parts and service facilities for Honda Vehicles is available.",HONDA Gateway,0
Very professional service. Recommended for anyone who does not have the time or knowledge to deal with mechanics in the market.,Suzuki Sethi Motors (Town Morr),1
It was car's first checkup.Ã Very cordial and cooperative staff.,Suzuki Raiwind Motors (Raiwind Rd),1
Suzuki khali motors is a suzuki showroom. U can have a good car. Mr jibran is a sales man here u ca n contact with him. Yhe manager was down to earth man.,Suzuki Khalid Motors (Link Ferozpur),1
Professional staff and Quick service .Though little expensive then market,Suzuki Mini Motors (Gulberg 3),0
I have good experience of buying new car from Sethi Motor. The person who deal me was Mr. Babar Shahzad. I found him cooperative and nice man.,Suzuki Sethi Motors (Town Morr),1
"Useless customer service and they will never pick your call no matter how much u try. They ask too much On Pay money compared to other showrooms. They were asking Rs.150,000 On Pay on Suzuki Swift Automatic while all other showrooms kept their rate at Rs.100,000 plus minus.",Suzuki Sethi Motors (Town Morr),0
Not very good customer service. Extremely rude behaviours. Not recommended at all.,Suzuki Sethi Motors (Town Morr),0
Bought my first car. Its a great place for getting your car serviced.,Suzuki Adil Zafar Motors,1
Ok facility. Work done quickly at a decent price. Would have been more happy if a computer check up was done with 1st tuning,Suzuki Sethi Motors (Town Morr),1
Below average to average public dealing. I don't know whether it is due to work load of something else.,Suzuki Adil Zafar Motors,0
"Arrogant dealers,,there are alot of condition for car booking,,for example full payment in advance,,sethi motors also collects registration charges in advance,,ransome ly rahy",Suzuki Sethi Motors (Town Morr),0
Excellent customer services,HONDA RingRoad,1
"Great experience, Easy to access through Ring road and Amazing customer service. Thanks HRR Team",HONDA RingRoad,1
"Adil Zafar Motors is Szuki authorised dealer in sales, service and spare parts. Thus its a 3S shop situated at Multan Road Lahore.
Ilyas Sahib is sales manager here. Customers friendly attitude and environment.",Suzuki Adil Zafar Motors,1
"Staff isn't very warm .
They do ok but hide many things and charge u later .",Suzuki Khalid Motors (Link Ferozpur),1
Not bad service just okay but still four star because of the beautiful building,Suzuki Khalid Motors (Link Ferozpur),0
"Excellent dealing by Ilyas Sahib. Customers friendly attitude and good environment. Offers 3S ie . Sale, Service and Spare parts",Suzuki Adil Zafar Motors,1
"Services are poor, customer guidance is not too good",HONDA Gateway,0
Have a good experience on Google maps,HONDA Gateway,1
"The upper management is often misleading there, and doesn't cooperate often. If there is a lot of cars, expect to be waiting around an hour or so. Otherwise, I usually go here for my car's regular checkup and maintenance. The staff and crew are usually the ones that are really helpful.",HONDA Point,0
"expensive rates. it's not perfect for new car users. They have staff, but they do not check your car to confirm that your car do not have any other problem, other that what you've explained.
Staff, who is always busy. In my last visit, my word was done in 45 minutes and they took extra 45 minutes just for clearance.
I'll leave once i find good alternative.",Suzuki Sethi Motors (Town Morr),0
Not a very good place due to its location but services are satisfactory.,Suzuki Mini Motors (Gulberg 3),0
"The place of professional and technical people, taking care of every customer.",Suzuki Sethi Motors (Town Morr),1
Extremely bad experience,HONDA RingRoad,0
Their service + staff is really great. They are loyal with their work. Treat the vehicle as their own.,Suzuki Khalid Motors (Link Ferozpur),1
Sethi motors is one of the biggest Suzuki dealerships in Pakistan having huge variety of all Suzuki variants launched in Pakistan so far. Their workshop services are excellent . Now they have started to deal in certified used car exchange programme as well. Ideally located just near model town metro station.,Suzuki Sethi Motors (Town Morr),1
Good experience both sales and service,Suzuki Raiwind Motors (Raiwind Rd),1
Well designed set up,HONDA Point,1
Good Experience,Suzuki Mini Motors (Gulberg 3),1
This time most bad experience of all time in all over Pakistan.,Suzuki Raiwind Motors (Raiwind Rd),0
It was Good experience,HONDA Fort,1
Honda Fort at Queen's Road is one of the more reputable showrooms of Honda in Lahore. I have always had good experience with them wether it is buying a car or fixing it. I feel they have really experienced mechanics in their showroom and my car is in safe hands.,HONDA Fort,1
Looks good but staff and customer care needs improvement,HONDA Point,1
Bad un managed and disatisfactory services for customer,Suzuki Khalid Motors (Link Ferozpur),0
"too much expensive, charging insanely high rates, well equipped but staff same as common lahori wirkshop mind",Suzuki Raiwind Motors (Raiwind Rd),0
"Tune of sales representative was different while purchasing and delivering.
Bought city Aspire but now we think in this price range this car is not recommended.

Anyhow this place provides car overall services in terms of purchasing new cars and maintaining your car.",HONDA Gateway,0
Suzuki show room free ac check up available here,Suzuki Raiwind Motors (Raiwind Rd),1
"Best for periodic maintenance and parts. I have tried multiple 3s facilities of Honda in Sialkot, Lahore and Gujranwala - Honda Fort is by far the best. Parts quality is good. Prices are a little bit high.",HONDA Fort,1
"Location is good, place is clean, management is not that active, quality checks are not checked properly. The processing time is very much and one have to wait a lot.",Suzuki Sethi Motors (Town Morr),1
"There estimate is very high and not acceptable, better to work from outside",HONDA Point,0
One of the best car dealers in Lahore. With facilities of car maintenance,Suzuki Mini Motors (Gulberg 3),1
Good Envernment,HONDA RingRoad,1
Service is very poor,HONDA Fort,0
The location of the showroom is the worst. Its under a flyover bridge right next to a railway track where theres a single lane road which is overly crowded. You just fear of scratching  your new car when you get out of there. Better select a different showroom.,Suzuki Mini Motors (Gulberg 3),0
Service good but spare parts on higher than market.,Suzuki Raiwind Motors (Raiwind Rd),1
"Suzuki Mini Motors is the worst Suzuki dealership in Lahore.

I won?? recommend anybody doing business with them at all. They aren?? trustworthy, highly deceptive, and unprofessional, especially their salesperson Mr. Summer and sales manager Mr. Kashif.

I booked the newly launched Swift in the Suzuki exchange program through Suzuki Mini Motors. They committed to deliver the vehicle within fifteen days but the vehicle was delivered after forty days.

The dealership handed me over a faulty vehicle with manufacturing defects and deep scratches on the paint.",Suzuki Mini Motors (Gulberg 3),0
Manager behaviour is not good and cleaness condition worse.,Suzuki Khalid Motors (Link Ferozpur),0
Excellent and wonderful,HONDA Point,1
"Suzuki cars Sales, service and parts very professional",Suzuki Mini Motors (Gulberg 3),1
"Yes today i visted sethi motors, feroze pur road. I was given good protocol  and all technical as well as supervisors treated me well.i am very satisfied with their work. Thanks sethi motors",Suzuki Sethi Motors (Town Morr),1
Staff is friendly and cooperative. They provide efficient and prompt service.,Suzuki Adil Zafar Motors,1
"Despite repeated calls, do not attend calls",Suzuki Raiwind Motors (Raiwind Rd),0
Staff is not good . Poor management,Suzuki Adil Zafar Motors,0
Nice Honda dealership and maintenance services. Courteous people.,HONDA Township,1
"Very professional staff, quick services and quality work.",Suzuki Mini Motors (Gulberg 3),1
I get genuine parts there of Suzuki ??. They introduced Suzuki offer scheme on purchasing of engine oil.,Suzuki Adil Zafar Motors,1
Good Honda service and maintenance although somewhat expensive,HONDA Gateway,1
You can book and buy all Suzuki vehicals from this place. All the employees are very nice and co-operative here.,Suzuki Khalid Motors (Link Ferozpur),1
I took my off from office just for my vehicle work They first wasted time on the things to complete their day and at the day end they only done break service in  ,Suzuki Raiwind Motors (Raiwind Rd),0
"Honda car mechanical, automotive and body works services available. Routine parts readily available. Service Quality is good.",HONDA Township,1
Staff is very kind and cooperative from top to bottom management. We had a great experience buying our first car from there.,Suzuki Khalid Motors (Link Ferozpur),1
Very Bad Experience!! Staff is not cooperative. Their employees and sales manager aren't cooperating with us. I'll never recommend honda to anyone. They just waisted my time.,HONDA RingRoad,0
Good for honda cars work-mechanical-denting-painting.etc etc honda parts are also available here.,HONDA Fort,1
Nice to good work ki maker,HONDA Point,1
Friendly people there they guide you for the best choice,Suzuki Khalid Motors (Link Ferozpur),1
I love because they deliver my car in just one week. Imagine just in 1 week my car reached from Karachi after booking. After sales service is awesome. Full track record and full support. 100% recommend.,Suzuki Adil Zafar Motors,1
"Honda Cars Customer Service center, provides all types of maintenance facilities.",HONDA Point,1
good services and environment.well behaved customer care executive.overall very good experience.,Suzuki Khalid Motors (Link Ferozpur),1
Bad service,HONDA Point,0
"Excellent service, excellent customer care, excellent atmosphere and excellent services! Highly expert and skilled team. A place worth-visiting!",HONDA Fort,1
Very helpful people! Always a delight,HONDA Township,0
Solution of all problems related to your Honda car are available under single roof!,HONDA Fort,1
Quality of service deteriorate over the time,HONDA Gateway,0
"The staff never entertain the customer ,also  you have to wait for hours just for oil changing.they never set the priority of minor and major service work.",Suzuki Sethi Motors (Town Morr),0
Not enough parking space available. Very limited cars on display and proper information is not given. Sales staff is courteous but lack information,HONDA Fort,0
"Bought a car from them.  Not impressed at all from their service.  I have to push to get my work done.  Staff was indifferent towards client needs and perhaps more interested in tips.
I developed a problem in one of my car and i visited them they gave me an estimate of 35000 which later on i got done in only rs 2400.",Suzuki Sethi Motors (Town Morr),0
Had good experiences with sales and services. Sales lady Ms Uzma is very helpful.,HONDA RingRoad,1
"I have the worst experience. After opening car, they said that they have no spare part. It will be delivered after two weeks howeve they need service charges.",HONDA Township,0
The show room is really nice and the design of showroom Building is also very nice.,HONDA Point,1
Professional and trained staff.,Suzuki Raiwind Motors (Raiwind Rd),1
Fraud company. Boycott Honda    Insh Allah we will make trend boycott honda,HONDA RingRoad,0
"Worst honda dealer in Lahore. I made a huge mistake of booking from there just because it's close to my home. To any prospective bookers, book from any honda dealer besides honda point, I've faced nothing but issues there. All employees are also junior employees with no authority to properly resolve issues. Their owner is never there to solve any issues. Their salesmen are complete idiots. Due to their lack of intelligence, I still haven't received my honda city even though I booked on the first day of bookings opening.",HONDA Point,0
"It good building have suzuki vehicles booking facility but the personnel are out laws,they secretly misuses the vehicles if it is kept in their custody for repair work especially danting n painting. They take the vehicles out of the workshop n misuse it  for their personal use.",Suzuki Khalid Motors (Link Ferozpur),1
"This place is fabulous! I found them honest & helpful. From service to quality and total ease of the process, this place has it all. Very nice customer service.",Suzuki Sethi Motors (Town Morr),1
Good service but not so good  expert in suzuki motors. I will not recommend,Suzuki Adil Zafar Motors,0
Purchased a suzuki car through them. Extremely helping staff that ensured facilitation till completion of registration process.,Suzuki Raiwind Motors (Raiwind Rd),1
Not available of Air filter for New Cultus,Suzuki Adil Zafar Motors,0
Great experience purchasing a new car from Honda Ring Road. Mr. Muhammad Sajawwal was very kind and he made sure everything was lined up properly and on time. Will share my experience about their workshop as well but overall a very nice addition to Honda dealership network.,HONDA RingRoad,1
Everything at one place but getting expensive day by day,HONDA Gateway,1
very good service provider,Suzuki Adil Zafar Motors,1
Very Good Service,HONDA Fort,1
"Professional staff, organized work flow, peace of mind
Update after 2 years - amazing how they continue to uphold the first comment.",HONDA Gateway,1
The best thing about this place is that they call you after service for your value able feedback.  Other wise they dont know how to open Gear Box of your car and they try with options..  LOL,Suzuki Mini Motors (Gulberg 3),1
It was a good experience. Nice and spacious  waiting room with water dispencer and AC and it also have small cafe.,Suzuki Sethi Motors (Town Morr),1
"Pricey and they shovw you with parts replacement and un-necessary services,Yet they do get the job done",Suzuki Mini Motors (Gulberg 3),0
"Wonderful place, great experience.",HONDA Point,1
"Staff attitude is very good
Waiting time is not too much
Affordable",Suzuki Mini Motors (Gulberg 3),1
I go there for car repair in the  basement. Amazing experience.,Suzuki Sethi Motors (Town Morr),1
Good customer support and well maintained.,Suzuki Adil Zafar Motors,1
Bad experience,HONDA Township,0
Went there for oil filter of honda city. They declined to sell it.. Said come with car otherwise not available.,HONDA Gateway,0
it is not a long queue place. you can get your car check/repaired within no time. morning timmings are preferable if you want to save your time,HONDA Township,0
Good service.. polite and cooperative staff... Complete their tasks on time.!,Suzuki Khalid Motors (Link Ferozpur),1
ExcellentÃ place for the repair work of suzuki,Suzuki Raiwind Motors (Raiwind Rd),1
If u like professional treatment for ur Suzuki car ..they r good in it.,Suzuki Mini Motors (Gulberg 3),1
Very good services for Suzuki Cars.,Suzuki Raiwind Motors (Raiwind Rd),1
"Good experience...
Awesome service.....",HONDA RingRoad,1
"Got the car by Booking. Their sales staff are not cooperative. They always gave false statements and timelines. Secondly, they even took the initiative to facilitate.

Secondly, my car carpet was damaged at the time of delivery. So, everyone please make sure each and everything is in detail.",Suzuki Mini Motors (Gulberg 3),0
It's good place for Honda car owners. Especially Mr. Rameez very nice person. Deals his clints very gently.,HONDA Gateway,1
"Nice ambience.
Professional approch.",HONDA RingRoad,1
Not providing Honda spare parts to outsiders except to the one who's getting it's work done over the,HONDA Gateway,0
The worst experience ever. Non acceptable behaviour of  Advisors and Manager. No working sense found in technicians.,Suzuki Khalid Motors (Link Ferozpur),0
